,거래,종류,확인일자,현장확인,매물명,공급면적,전용면적,층,매물가,연락처
356,매매,아파트,2017-11-28,,흑석동양 네이버부동산에서 보기,109.29,84.99,1/16,54000,우수 활동파크(단지내)공인중개사사무소 02-823-1003
357,매매,아파트,2017-12-02,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,8/12,95000,믿음공인중개사사무소 02-813-3388
358,매매,아파트,2017-12-06,,흑석한강센트레빌2차 네이버부동산에서 보기,111.14,84.95,10/13,86000,뉴강남부동산공인중개사사무소 02-824-8994
359,매매,아파트,2017-12-02,,흑석한강센트레빌1차 네이버부동산에서 보기,85.55,59.95,13/18,82000,믿음공인중개사사무소 02-813-3388
360,매매,아파트,2017-12-02,,흑석한강푸르지오 네이버부동산에서 보기,109.5,84.91,11/15,88000,부동산114(단지내)공인중개사사무소 02-823-3800
361,매매,아파트,2017-12-02,,흑석한강푸르지오 네이버부동산에서 보기,148.77,115.98,9/13,104000,예가인공인중개사 02-812-8989
362,매매,아파트,2017-12-02,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,10/19,96000,신세계부동산 02-822-5757
363,매매,아파트,2017-12-02,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,7/19,86000,믿음공인중개사사무소 02-813-3388
364,매매,아파트,2017-12-02,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,9/12,97000,흑석한강(단지내)공인중개사사무소02-822-5353
365,매매,아파트,2017-12-02,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,8/12,95000,한강타운(단지내)공인중개사 02-823-3808
366,매매,아파트,2017-12-07,,흑석한강센트레빌2차 네이버부동산에서 보기,111.14,84.95,저/17,83000,우수 활동드림(단지내)공인중개사사무소 02-823-8500
367,매매,아파트,2017-12-01,,흑석한강푸르지오 네이버부동산에서 보기,148.07,115.95,8/13,106000,푸르지오(단지내)공인중개사사무소 02-813-3500
368,매매,아파트,2017-12-01,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,11/15,88000,푸르지오(단지내)공인중개사사무소 02-813-3500
369,매매,아파트,2017-12-01,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,8/12,95000,센트레빌(단지내)공인중개사사무소 02-817-8989
370,매매,아파트,2017-12-01,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,5/15,85000,한강타운(단지내)공인중개사 02-823-3808
371,매매,아파트,2017-12-01,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,10/16,114000,신세계부동산 02-822-5757
372,매매,아파트,2017-12-01,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,8/13,90000,흑석114공인중개사사무소 02-814-4111
373,매매,아파트,2017-12-01,,흑석한강센트레빌1차 네이버부동산에서 보기,143.23,114.95,10/19,114000,믿음공인중개사사무소 02-813-3388
374,매매,아파트,2017-12-01,,명수대현대 네이버부동산에서 보기,145.45,112.29,4/15,105000,서울공인중개사사무소02-825-8989
375,매매,아파트,2017-12-01,,흑석한강센트레빌1차 네이버부동산에서 보기,106.97,84.91,11/20,96000,믿음공인중개사사무소 02-813-3388
376,매매,아파트,2017-11-30,,한강현대 네이버부동산에서 보기,151.44,131.4,2/15,107000,우수 활동현대공인 02-824-3335
377,매매,아파트,2017-12-05,,우리유앤미 네이버부동산에서 보기,81.74,59.66,고/17,47500,우수 활동드림(단지내)공인중개사사무소 02-823-8500
378,매매,아파트,2017-11-30,,한강현대 네이버부동산에서 보기,150.8,131.06,1/15,110000,우수 활동한강공인중개사사무소 02-817-4411
379,매매,아파트,2017-11-30,,한강현대 네이버부동산에서 보기,87.85,66.22,2/15,80000,뉴공인중개사사무소 02-817-9500
380,매매,아파트,2017-11-30,,한강현대 네이버부동산에서 보기,87.85,66.22,2/15,80000,우수 활동한강공인중개사사무소 02-817-4411
381,매매,아파트,2017-11-30,,한강현대 네이버부동산에서 보기,87.85,66.22,2/15,80000,우수 활동굿모닝공인중개사 사무소 02-826-2800
382,매매,아파트,2017-11-30,,흑석한강센트레빌1차 네이버부동산에서 보기,110.32,84.89,4/16,94000,흑석한강(단지내)공인중개사사무소02-822-5353
383,매매,아파트,2017-11-30,,흑석한강센트레빌1차 네이버부동산에서 보기,106.97,84.91,7/19,97000,한강타운(단지내)공인중개사 02-823-3808
384,매매,아파트,2017-11-30,,흑석한강푸르지오 네이버부동산에서 보기,77.87,59.84,2/13,75000,흑석한강(단지내)공인중개사사무소02-822-5353
385,매매,아파트,2017-11-30,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,6/15,86000,부동산114(단지내)공인중개사사무소 02-823-3800
386,매매,아파트,2017-11-30,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,10/19,96000,신세계부동산 02-822-5757
387,매매,아파트,2017-12-18,,흑석동양 네이버부동산에서 보기,109.28,84.99,1/15,54000,우수 활동한강(단지내)공인중개사사무소 02-825-3114
388,매매,아파트,2017-11-28,,흑석동양 네이버부동산에서 보기,109.29,84.99,13/16,60000,우수 활동한강(단지내)공인중개사사무소 02-825-3114
389,매매,아파트,2017-11-28,,흑석동양 네이버부동산에서 보기,109.28,84.98,12/15,57000,우수 활동한강(단지내)공인중개사사무소 02-825-3114
390,매매,아파트,2017-12-06,,명수대현대 네이버부동산에서 보기,145.45,112.29,중/15,105000,명수대공인중개사사무소 02-822-7878
391,매매,아파트,2017-12-06,,흑석한강센트레빌2차 네이버부동산에서 보기,111.29,84.99,저/20,82000,우수 활동파크(단지내)공인중개사사무소 02-823-1003
392,매매,아파트,2017-12-04,,흑석한강센트레빌2차 네이버부동산에서 보기,111.14,84.95,고/13,86000,우수 활동드림(단지내)공인중개사사무소 02-823-8500
393,매매,아파트,2017-11-29,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,5/15,86000,흑석한강(단지내)공인중개사사무소02-822-5353
394,매매,아파트,2017-11-29,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,9/19,95000,믿음공인중개사사무소 02-813-3388
395,매매,아파트,2017-11-29,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,7/19,114000,신세계부동산 02-822-5757
396,매매,아파트,2017-12-27,,명수대현대 네이버부동산에서 보기,145.45,112.29,6/15,105000,흑석한강(단지내)공인중개사사무소02-822-5353
397,매매,아파트,2017-11-29,,흑석한강센트레빌1차 네이버부동산에서 보기,143.23,114.95,1/16,103000,부동산114(단지내)공인중개사사무소 02-823-3800
398,매매,아파트,2017-11-29,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,8/15,86000,믿음공인중개사사무소 02-813-3388
399,매매,아파트,2017-11-29,,한강현대 네이버부동산에서 보기,151.44,131.4,2/15,107000,행운공인중개사사무소 02-817-5006
400,매매,아파트,2017-12-27,,명수대현대 네이버부동산에서 보기,145.45,112.29,6/15,105000,센트레빌(단지내)공인중개사사무소 02-817-8989
401,매매,아파트,2017-11-28,,명수대현대 네이버부동산에서 보기,145.45,112.29,2/15,105000,우수 활동굿모닝공인중개사 사무소 02-826-2800
402,매매,아파트,2017-11-28,,명수대현대 네이버부동산에서 보기,145.45,112.29,2/15,105000,뉴공인중개사사무소 02-817-9500
403,매매,아파트,2017-11-28,,흑석한강푸르지오 네이버부동산에서 보기,77.87,59.84,2/13,77000,푸르지오(단지내)공인중개사사무소 02-813-3500
404,매매,아파트,2017-11-28,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,4/17,85000,부동산114(단지내)공인중개사사무소 02-823-3800
405,매매,아파트,2017-11-28,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,5/16,113000,신세계부동산 02-822-5757
406,매매,아파트,2017-11-28,,흑석한강푸르지오 네이버부동산에서 보기,109.5,84.91,8/15,90000,행복공인중개사사무소 02-815-5114
407,매매,아파트,2017-11-28,,흑석한강센트레빌1차 네이버부동산에서 보기,106.97,84.91,9/20,93000,믿음공인중개사사무소 02-813-3388
408,매매,아파트,2017-11-28,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,8/17,86000,예가인공인중개사 02-812-8989
409,매매,아파트,2017-11-28,,흑석한강센트레빌1차 네이버부동산에서 보기,110.32,84.89,9/16,96000,한강타운(단지내)공인중개사 02-823-3808
410,매매,아파트,2017-11-28,,흑석한강푸르지오 네이버부동산에서 보기,148.77,115.98,6/13,103000,믿음공인중개사사무소 02-813-3388
411,매매,아파트,2017-11-28,,흑석한강푸르지오 네이버부동산에서 보기,77.87,59.84,2/13,75000,부동산114(단지내)공인중개사사무소 02-823-3800
412,매매,아파트,2017-11-28,,흑석한강센트레빌1차 네이버부동산에서 보기,143.23,114.95,6/16,113000,믿음공인중개사사무소 02-813-3388
413,매매,주상복합,2017-12-04,,이랜드해가든 네이버부동산에서 보기,108.32,84.9,저/20,70000,이연공인중개사사무소 02-823-0900
414,매매,아파트,2017-12-09,,명수대현대 네이버부동산에서 보기,102.47,78.07,저/15,82000,소망공인중개사사무소 02-811-7711
415,매매,아파트,2017-12-04,,흑석한강센트레빌2차 네이버부동산에서 보기,111.14,84.95,중/15,85000,우수 활동드림(단지내)공인중개사사무소 02-823-8500
416,매매,아파트,2017-12-06,,흑석한강센트레빌2차 네이버부동산에서 보기,111.29,84.99,저/20,81000,우수 활동드림(단지내)공인중개사사무소 02-823-8500
417,매매,아파트,2017-12-04,,마크힐스 네이버부동산에서 보기,275.69,244.43,중/10,300000,아델공인중개사사무소02-569-0111
418,매매,아파트,2017-12-04,,마크힐스 네이버부동산에서 보기,275.69,244.43,고/10,290000,아델공인중개사사무소02-569-0111
419,매매,아파트,2017-11-29,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,중/19,117000,예가공인중개사사무소 02-792-7885
420,매매,아파트,2017-12-22,,명수대현대 네이버부동산에서 보기,145.45,112.29,6/15,103000,서울공인중개..02-825-8989
421,매매,아파트,2017-12-21,,한강현대 네이버부동산에서 보기,151.44,131.4,중/15,120000,신일공인중개.. 02-816-4747
422,매매,아파트,2017-12-21,,한강현대 네이버부동산에서 보기,133.51,114.44,중/15,105000,신일공인중개.. 02-816-4747
423,매매,아파트,2017-12-11,,한강현대 네이버부동산에서 보기,87.85,66.22,2/15,80000,서울공인중개..02-825-8989
424,매매,주상복합,2017-12-11,,이랜드해가든 네이버부동산에서 보기,108.24,84.83,4/20,70000,한강리치 부동.. 02-3280-8249
425,매매,아파트,2017-12-01,,명수대현대 네이버부동산에서 보기,145.45,112.29,6/15,105000,정원공인중개.. 02-815-2455
426,매매,아파트,2017-11-30,,명수대현대 네이버부동산에서 보기,161.98,124.95,1/15,108000,영동공인중개.. 02-816-6190
427,매매,아파트,2017-11-30,,명수대현대 네이버부동산에서 보기,145.45,112.29,2/15,105000,영동공인중개.. 02-816-6190
428,매매,아파트,2017-11-28,,명수대현대 네이버부동산에서 보기,145.45,112.29,6/15,105000,명수대공인중.. 02-822-7878
